direction;direction;;basic, orientation
entrée;entrance ;;basic, orientation
sortie;exit;;basic, orientation
rue;street;;basic, orientation
chemin;way;;basic, orientation
place;square;;basic, orientation
droite ;right ;;basic, orientation
gauche;left;;basic, orientation
tout droit;straight ahead;;basic, orientation
retour;back;;basic, orientation
