supermarché;supermarket;;basic, shopping
argent;cash;;basic, shopping
carte bancaire;bank card;;basic, shopping
sac;bag;;basic, shopping
tampon;tampon;;basic, shopping
serviette hygiénique;(sanitary) pad;;basic, shopping
préservatif;condom;;basic, shopping
brosse à dents;toothbrush;;basic, shopping
aide;help;;basic, shopping
police;police;;basic, shopping
