couleur;color;;basic, color
blanche;white;;basic, color
blanc;white;;basic, color
noir;black;;basic, color
noire;black;;basic, color
rouge;red;;basic, color
bleu;blue;;basic, color
bleue;blue;;basic, color
vert;green;;basic, color
verte;green;;basic, color
jaune;yellow;;basic, color
de toutes les couleurs;colorful;;basic, color
rouge;red;;basic, color
