médecin;doctor;;basic, health
hôpital;hospital;;basic, health
pharmacie;pharmacy;;basic, health
antidouleur;painkiller;;basic, health
médicament;medicine;;basic, health
douleur;pain;;basic, health, body
dos ;back ;;basic, health, body
pied;foot;;basic, health, body
abdomen;stomach;;basic, health, body
jambe;leg;;basic, health, body
tête;head;;basic, health, body
main;hand;;basic, health, body
bras;arm;;basic, health, body
